seed,boost,degrade,regime,n_meta,rcls_t,rupt_t,crit_t,max_tens,max_rp,min_sep,min_elast,fatigue
91,0.10,0.010,3,10,133,-1,-1,0.0019,4.5711,0.2223,0.00000,0.0059
92,0.10,0.010,3,12,23,-1,-1,0.0710,4.9363,0.2025,-0.00648,0.1077
93,0.10,0.010,3,12,117,-1,-1,0.0024,4.5827,0.2220,0.00000,0.0078
94,0.10,0.010,3,10,124,-1,-1,0.0028,4.5921,0.2223,0.00000,0.0080
95,0.10,0.010,3,17,110,-1,-1,0.0032,4.6064,0.2220,0.00000,0.0083
96,0.10,0.010,3,15,118,-1,-1,0.0030,4.5832,0.2221,0.00000,0.0097
97,0.10,0.010,3,14,120,-1,-1,0.0026,4.5827,0.2219,0.00000,0.0085
98,0.10,0.010,3,8,89,-1,-1,0.6137,7.9171,0.1354,-0.00686,1.4898
99,0.10,0.010,3,6,98,-1,-1,0.6661,8.2676,0.1281,-0.00809,1.6765
100,0.10,0.010,3,19,108,-1,-1,0.0030,4.5904,0.2218,0.00000,0.0123
1,0.15,0.010,3,14,104,-1,-1,0.0026,4.5689,0.2217,0.00000,0.0101
2,0.15,0.010,3,8,125,-1,-1,0.0018,4.5773,0.2213,0.00000,0.0056
3,0.15,0.010,0,1,-1,-1,184,0.9414,11.3720,0.0924,-0.01682,3.8141
4,0.15,0.010,3,9,117,-1,-1,0.0016,4.5795,0.2236,0.00000,0.0051
5,0.15,0.010,3,8,125,-1,-1,0.0014,4.5604,0.2233,0.00000,0.0046
6,0.15,0.010,3,10,116,-1,-1,0.0017,4.5579,0.2244,0.00000,0.0066
7,0.15,0.010,3,15,11,-1,-1,0.0415,4.8581,0.2083,-0.00575,0.0605
8,0.15,0.010,3,7,135,-1,-1,0.0016,4.5644,0.2237,0.00000,0.0029
9,0.15,0.010,3,7,135,-1,-1,0.0035,4.6146,0.2232,0.00000,0.0071
10,0.15,0.010,3,14,106,-1,-1,0.0023,4.5845,0.2214,0.00000,0.0086
11,0.15,0.010,3,6,140,-1,-1,0.0007,4.5459,0.2234,0.00000,0.0014
12,0.15,0.010,3,10,118,-1,-1,0.0033,4.6134,0.2233,0.00000,0.0079
13,0.15,0.010,3,8,130,-1,-1,0.0025,4.5873,0.2237,0.00000,0.0049
14,0.15,0.010,0,1,-1,-1,200,0.8506,10.2068,0.1047,-0.01546,3.7343
15,0.15,0.010,3,7,133,-1,-1,0.0020,4.5820,0.2243,0.00000,0.0045
16,0.15,0.010,1,1,-1,185,170,0.9323,12.1953,0.0922,-0.01324,3.3140
17,0.15,0.010,3,13,102,-1,-1,0.0023,4.5810,0.2216,0.00000,0.0083
18,0.15,0.010,3,8,131,-1,-1,0.0018,4.5647,0.2237,0.00000,0.0047
19,0.15,0.010,3,6,130,-1,-1,0.0008,4.5508,0.2247,0.00000,0.0019
20,0.15,0.010,3,9,124,-1,-1,0.0019,4.5707,0.2202,0.00000,0.0051
21,0.15,0.010,3,9,104,-1,-1,0.0029,4.5839,0.2228,0.00000,0.0070
22,0.15,0.010,3,10,118,-1,-1,0.0019,4.5674,0.2230,0.00000,0.0058
23,0.15,0.010,3,10,119,-1,-1,0.0025,4.6096,0.2235,0.00000,0.0073
24,0.15,0.010,3,7,135,-1,-1,0.0013,4.5598,0.2247,0.00000,0.0039
25,0.15,0.010,3,9,109,-1,-1,0.0030,4.5899,0.2225,0.00000,0.0069
26,0.15,0.010,3,14,105,-1,-1,0.0026,4.5761,0.2219,0.00000,0.0104
27,0.15,0.010,3,9,118,-1,-1,0.0019,4.5674,0.2243,0.00000,0.0050
28,0.15,0.010,3,15,8,-1,-1,0.0127,4.6806,0.2168,-0.00268,0.0236
29,0.15,0.010,3,9,120,-1,-1,0.0016,4.5786,0.2238,0.00000,0.0035
30,0.15,0.010,3,11,107,-1,-1,0.0012,4.5507,0.2236,0.00000,0.0044
31,0.15,0.010,3,14,107,-1,-1,0.0051,4.5708,0.2200,-0.00038,0.0104
32,0.15,0.010,3,7,124,-1,-1,0.0025,4.6113,0.2247,0.00000,0.0055
33,0.15,0.010,3,6,140,-1,-1,0.0012,4.5558,0.2253,0.00000,0.0027
34,0.15,0.010,3,6,135,-1,-1,0.0019,4.5709,0.2243,0.00000,0.0052
35,0.15,0.010,3,7,125,-1,-1,0.0020,4.5863,0.2234,0.00000,0.0060
36,0.15,0.010,3,5,150,-1,-1,0.0028,4.6126,0.2241,0.00000,0.0055
37,0.15,0.010,3,9,126,-1,-1,0.0024,4.5839,0.2234,0.00000,0.0067
38,0.15,0.010,3,6,142,-1,-1,0.0011,4.5499,0.2257,0.00000,0.0030
39,0.15,0.010,3,10,115,-1,-1,0.0020,4.5831,0.2227,0.00000,0.0062
40,0.15,0.010,3,8,123,-1,-1,0.0021,4.5746,0.2245,0.00000,0.0070
41,0.15,0.010,3,17,12,-1,-1,0.0401,4.9512,0.2036,-0.00673,0.0571
42,0.15,0.010,3,14,88,-1,-1,0.1730,5.3145,0.1953,-0.00269,0.2071
43,0.15,0.010,3,6,136,-1,-1,0.0029,4.5881,0.2229,0.00000,0.0067
44,0.15,0.010,3,6,137,-1,-1,0.0015,4.5664,0.2261,0.00000,0.0038
45,0.15,0.010,3,11,120,-1,-1,0.0023,4.5912,0.2225,0.00000,0.0059
46,0.15,0.010,3,7,121,-1,-1,0.0024,4.5921,0.2233,0.00000,0.0053
47,0.15,0.010,3,8,125,-1,-1,0.0017,4.5720,0.2226,0.00000,0.0048
48,0.15,0.010,3,7,122,-1,-1,0.0017,4.5686,0.2232,0.00000,0.0043
49,0.15,0.010,3,12,102,-1,-1,0.0018,4.5708,0.2226,0.00000,0.0062
50,0.15,0.010,3,9,125,-1,-1,0.0027,4.5846,0.2240,0.00000,0.0083
51,0.15,0.010,3,9,125,-1,-1,0.0027,4.5804,0.2229,0.00000,0.0072
52,0.15,0.010,3,4,77,-1,-1,0.6895,8.6275,0.1254,-0.00579,1.9227
53,0.15,0.010,3,2,29,-1,-1,0.6123,7.6227,0.1367,-0.00745,1.8752
54,0.15,0.010,3,8,115,-1,-1,0.0020,4.5846,0.2232,0.00000,0.0056
55,0.15,0.010,3,10,108,-1,-1,0.0013,4.5525,0.2229,0.00000,0.0036
56,0.15,0.010,3,10,117,-1,-1,0.0013,4.5652,0.2231,0.00000,0.0042
57,0.15,0.010,3,9,123,-1,-1,0.0026,4.5963,0.2228,0.00000,0.0055
58,0.15,0.010,3,10,122,-1,-1,0.0025,4.5956,0.2228,0.00000,0.0068
59,0.15,0.010,3,6,137,-1,-1,0.0017,4.5742,0.2253,0.00000,0.0040
60,0.15,0.010,3,7,132,-1,-1,0.0019,4.5832,0.2245,0.00000,0.0060
61,0.15,0.010,3,10,120,-1,-1,0.0024,4.5961,0.2223,0.00000,0.0084
62,0.15,0.010,3,9,130,-1,-1,0.0025,4.5749,0.2243,0.00000,0.0075
63,0.15,0.010,3,8,128,-1,-1,0.0019,4.5718,0.2236,0.00000,0.0049
64,0.15,0.010,3,10,122,-1,-1,0.0021,4.5709,0.2224,0.00000,0.0067
65,0.15,0.010,3,5,142,-1,-1,0.0011,4.5613,0.2245,0.00000,0.0026
66,0.15,0.010,3,18,94,-1,-1,0.0029,4.5852,0.2210,0.00000,0.0100
67,0.15,0.010,3,10,126,-1,-1,0.0014,4.5616,0.2231,0.00000,0.0040
68,0.15,0.010,3,6,136,-1,-1,0.0013,4.5627,0.2240,0.00000,0.0031
69,0.15,0.010,3,10,126,-1,-1,0.0027,4.5779,0.2229,0.00000,0.0070
70,0.15,0.010,0,1,-1,-1,-1,0.8225,9.9940,0.1078,-0.01392,2.8105
71,0.15,0.010,3,5,145,-1,-1,0.0015,4.5765,0.2254,0.00000,0.0033
72,0.15,0.010,3,12,120,-1,-1,0.0230,4.7165,0.2175,-0.00239,0.0304
73,0.15,0.010,3,10,8,-1,-1,0.0177,4.7471,0.2146,-0.00316,0.0249
74,0.15,0.010,3,9,10,-1,-1,0.0257,4.7402,0.2125,-0.00351,0.0345
75,0.15,0.010,3,13,100,-1,-1,0.0022,4.5858,0.2221,0.00000,0.0065
76,0.15,0.010,3,14,107,-1,-1,0.0032,4.6084,0.2222,0.00000,0.0067
77,0.15,0.010,3,6,141,-1,-1,0.0023,4.5945,0.2253,0.00000,0.0043
78,0.15,0.010,3,12,109,-1,-1,0.0026,4.5847,0.2231,0.00000,0.0099
79,0.15,0.010,3,7,132,-1,-1,0.0022,4.5842,0.2239,0.00000,0.0065
80,0.15,0.010,3,10,121,-1,-1,0.0023,4.5706,0.2229,0.00000,0.0064
81,0.15,0.010,3,7,136,-1,-1,0.0027,4.5993,0.2243,0.00000,0.0061
82,0.15,0.010,3,11,10,-1,-1,0.0121,4.7226,0.2147,-0.00272,0.0222
83,0.15,0.010,3,8,132,-1,-1,0.0022,4.5809,0.2250,0.00000,0.0054
84,0.15,0.010,3,8,130,-1,-1,0.0023,4.5870,0.2234,0.00000,0.0054
85,0.15,0.010,1,1,-1,190,172,0.9420,12.0149,0.0913,-0.01288,3.3597
86,0.15,0.010,3,19,12,-1,-1,0.0426,4.8099,0.2108,-0.00532,0.0837
87,0.15,0.010,3,10,118,-1,-1,0.0025,4.5962,0.2233,0.00000,0.0066
88,0.15,0.010,3,6,133,-1,-1,0.0009,4.5485,0.2247,0.00000,0.0024
89,0.15,0.010,3,10,118,-1,-1,0.0020,4.5739,0.2208,0.00000,0.0050
90,0.15,0.010,3,11,121,-1,-1,0.0022,4.5921,0.2234,0.00000,0.0073
91,0.15,0.010,3,7,133,-1,-1,0.0023,4.6003,0.2239,0.00000,0.0042
92,0.15,0.010,3,8,23,-1,-1,0.0712,4.9397,0.2025,-0.00654,0.1064
93,0.15,0.010,3,8,117,-1,-1,0.0016,4.5778,0.2229,0.00000,0.0035
94,0.15,0.010,3,7,124,-1,-1,0.0021,4.5919,0.2233,0.00000,0.0054
95,0.15,0.010,3,11,110,-1,-1,0.0022,4.5775,0.2222,0.00000,0.0076
96,0.15,0.010,3,10,118,-1,-1,0.0033,4.6128,0.2228,0.00000,0.0067
97,0.15,0.010,3,10,120,-1,-1,0.0019,4.5758,0.2228,0.00000,0.0062
98,0.15,0.010,3,13,89,-1,-1,0.2624,5.7445,0.1827,-0.00450,0.3695
99,0.15,0.010,3,16,98,-1,-1,0.0027,4.5858,0.2216,0.00000,0.0085
100,0.15,0.010,3,13,108,-1,-1,0.0020,4.5904,0.2226,0.00000,0.0084
1,0.20,0.010,3,11,104,-1,-1,0.0015,4.5644,0.2231,0.00000,0.0056
2,0.20,0.010,3,6,125,-1,-1,0.0015,4.5759,0.2213,0.00000,0.0045
3,0.20,0.010,0,1,-1,-1,167,0.9968,12.3452,0.0851,-0.02066,4.4127
4,0.20,0.010,3,7,117,-1,-1,0.0016,4.5771,0.2244,0.00000,0.0039
5,0.20,0.010,3,7,125,-1,-1,0.0016,4.5571,0.2245,0.00000,0.0038
6,0.20,0.010,3,7,116,-1,-1,0.0019,4.5895,0.2264,0.00000,0.0040
7,0.20,0.010,3,12,14,-1,-1,0.0456,4.8885,0.2079,-0.00629,0.0692
8,0.20,0.010,3,6,135,-1,-1,0.0007,4.5470,0.2263,0.00000,0.0017
9,0.20,0.010,3,5,135,-1,-1,0.0015,4.5697,0.2263,0.00000,0.0029
10,0.20,0.010,3,11,106,-1,-1,0.0016,4.5763,0.2229,0.00000,0.0059
11,0.20,0.010,3,5,140,-1,-1,0.0011,4.5576,0.2261,0.00000,0.0019
12,0.20,0.010,3,8,118,-1,-1,0.0012,4.5513,0.2264,0.00000,0.0034
13,0.20,0.010,3,6,130,-1,-1,0.0009,4.5523,0.2257,0.00000,0.0028
14,0.20,0.010,0,1,-1,-1,200,0.8444,10.1248,0.1055,-0.01596,3.6920
15,0.20,0.010,3,6,133,-1,-1,0.0014,4.5645,0.2248,0.00000,0.0047
16,0.20,0.010,1,1,-1,180,166,0.9368,12.3420,0.0915,-0.01634,3.3461
17,0.20,0.010,3,10,102,-1,-1,0.0028,4.5958,0.2222,0.00000,0.0083
18,0.20,0.010,3,6,131,-1,-1,0.0008,4.5505,0.2252,0.00000,0.0022
19,0.20,0.010,3,5,130,-1,-1,0.0010,4.5596,0.2253,0.00000,0.0018
20,0.20,0.010,3,7,124,-1,-1,0.0016,4.5754,0.2202,0.00000,0.0039
21,0.20,0.010,3,7,104,-1,-1,0.0018,4.5835,0.2239,0.00000,0.0048
22,0.20,0.010,3,8,118,-1,-1,0.0021,4.5922,0.2240,0.00000,0.0058
23,0.20,0.010,3,8,119,-1,-1,0.0028,4.6096,0.2240,0.00000,0.0087
24,0.20,0.010,3,6,135,-1,-1,0.0014,4.5669,0.2251,0.00000,0.0031
25,0.20,0.010,3,7,109,-1,-1,0.0020,4.5901,0.2246,0.00000,0.0031
26,0.20,0.010,3,11,105,-1,-1,0.0020,4.5717,0.2223,0.00000,0.0077
27,0.20,0.010,3,7,118,-1,-1,0.0025,4.5917,0.2231,0.00000,0.0058
28,0.20,0.010,3,11,10,-1,-1,0.0160,4.7100,0.2164,-0.00319,0.0332
29,0.20,0.010,3,7,120,-1,-1,0.0013,4.5657,0.2247,0.00000,0.0044
30,0.20,0.010,3,9,107,-1,-1,0.0017,4.5694,0.2237,0.00000,0.0039
31,0.20,0.010,3,11,107,-1,-1,0.0026,4.5614,0.2209,-0.00025,0.0053
32,0.20,0.010,3,5,124,-1,-1,0.0022,4.6018,0.2265,0.00000,0.0055
33,0.20,0.010,3,5,140,-1,-1,0.0015,4.5637,0.2254,0.00000,0.0036
34,0.20,0.010,3,5,135,-1,-1,0.0015,4.5761,0.2270,0.00000,0.0036
35,0.20,0.010,3,6,125,-1,-1,0.0020,4.5828,0.2262,0.00000,0.0043
36,0.20,0.010,3,4,150,-1,-1,0.0007,4.5506,0.2273,0.00000,0.0013
37,0.20,0.010,3,7,126,-1,-1,0.0021,4.5900,0.2260,0.00000,0.0054
38,0.20,0.010,3,5,142,-1,-1,0.0019,4.5791,0.2262,0.00000,0.0039
39,0.20,0.010,3,8,115,-1,-1,0.0014,4.5711,0.2236,0.00000,0.0039
40,0.20,0.010,3,6,123,-1,-1,0.0010,4.5589,0.2257,0.00000,0.0025
41,0.20,0.010,3,13,13,-1,-1,0.0444,4.9832,0.2034,-0.00723,0.0629
42,0.20,0.010,3,12,88,-1,-1,0.1060,5.0386,0.2046,-0.00167,0.1230
43,0.20,0.010,3,5,136,-1,-1,0.0019,4.5857,0.2244,0.00000,0.0040
44,0.20,0.010,3,5,137,-1,-1,0.0014,4.5689,0.2274,0.00000,0.0028
45,0.20,0.010,3,9,120,-1,-1,0.0019,4.5876,0.2239,0.00000,0.0042
46,0.20,0.010,3,5,121,-1,-1,0.0015,4.5704,0.2246,0.00000,0.0041
47,0.20,0.010,3,6,125,-1,-1,0.0015,4.5544,0.2252,0.00000,0.0035
48,0.20,0.010,3,6,122,-1,-1,0.0013,4.5651,0.2248,0.00000,0.0028
49,0.20,0.010,3,9,102,-1,-1,0.0016,4.5688,0.2240,0.00000,0.0064
50,0.20,0.010,3,7,125,-1,-1,0.0027,4.6041,0.2256,0.00000,0.0053
51,0.20,0.010,3,7,125,-1,-1,0.0020,4.5887,0.2241,0.00000,0.0038
52,0.20,0.010,3,3,77,-1,-1,0.6889,8.6220,0.1255,-0.00577,1.9190
53,0.20,0.010,3,2,29,-1,-1,0.5937,7.4864,0.1391,-0.00799,1.7745
54,0.20,0.010,3,6,115,-1,-1,0.0011,4.5542,0.2255,0.00000,0.0022
55,0.20,0.010,3,8,108,-1,-1,0.0021,4.5810,0.2233,0.00000,0.0050
56,0.20,0.010,3,8,117,-1,-1,0.0008,4.5485,0.2252,0.00000,0.0027
57,0.20,0.010,3,7,123,-1,-1,0.0014,4.5671,0.2243,0.00000,0.0027
58,0.20,0.010,3,8,122,-1,-1,0.0026,4.6083,0.2233,0.00000,0.0059
59,0.20,0.010,3,5,137,-1,-1,0.0017,4.5710,0.2269,0.00000,0.0042
60,0.20,0.010,3,5,132,-1,-1,0.0021,4.5834,0.2254,0.00000,0.0057
61,0.20,0.010,3,8,120,-1,-1,0.0016,4.5673,0.2247,0.00000,0.0045
62,0.20,0.010,3,7,130,-1,-1,0.0023,4.5926,0.2256,0.00000,0.0062
63,0.20,0.010,3,7,128,-1,-1,0.0021,4.5848,0.2255,0.00000,0.0035
64,0.20,0.010,3,7,122,-1,-1,0.0013,4.5582,0.2240,0.00000,0.0034
65,0.20,0.010,3,4,142,-1,-1,0.0013,4.5642,0.2262,0.00000,0.0032
66,0.20,0.010,3,13,94,-1,-1,0.0020,4.5866,0.2225,0.00000,0.0053
67,0.20,0.010,3,7,126,-1,-1,0.0014,4.5646,0.2241,0.00000,0.0039
68,0.20,0.010,3,5,136,-1,-1,0.0005,4.5403,0.2259,0.00000,0.0010
69,0.20,0.010,3,8,126,-1,-1,0.0022,4.5835,0.2239,0.00000,0.0059
70,0.20,0.010,0,1,-1,-1,189,0.8897,10.9746,0.0989,-0.01758,3.3401
71,0.20,0.010,3,4,145,-1,-1,0.0016,4.5765,0.2272,0.00000,0.0034
72,0.20,0.010,3,11,120,-1,-1,0.0019,4.5802,0.2222,0.00000,0.0069
73,0.20,0.010,3,8,10,-1,-1,0.0210,4.7776,0.2142,-0.00367,0.0314
74,0.20,0.010,3,7,10,-1,-1,0.0295,4.7691,0.2120,-0.00405,0.0368
75,0.20,0.010,3,10,100,-1,-1,0.0013,4.5512,0.2223,0.00000,0.0046
76,0.20,0.010,3,11,107,-1,-1,0.0034,4.6249,0.2228,0.00000,0.0093
77,0.20,0.010,3,5,141,-1,-1,0.0019,4.5827,0.2270,0.00000,0.0045
78,0.20,0.010,3,9,109,-1,-1,0.0030,4.6091,0.2231,0.00000,0.0092
79,0.20,0.010,3,6,132,-1,-1,0.0023,4.5828,0.2261,0.00000,0.0049
80,0.20,0.010,3,8,121,-1,-1,0.0022,4.5827,0.2236,0.00000,0.0069
81,0.20,0.010,3,5,136,-1,-1,0.0008,4.5495,0.2261,0.00000,0.0024
82,0.20,0.010,3,9,10,-1,-1,0.0155,4.7519,0.2144,-0.00321,0.0209
83,0.20,0.010,3,6,132,-1,-1,0.0019,4.5854,0.2274,0.00000,0.0043
84,0.20,0.010,3,6,130,-1,-1,0.0012,4.5626,0.2241,0.00000,0.0036
85,0.20,0.010,1,1,-1,182,166,0.9373,12.1148,0.0914,-0.01612,3.2133
86,0.20,0.010,3,15,13,-1,-1,0.0534,4.8388,0.2102,-0.00584,0.1011
87,0.20,0.010,3,8,118,-1,-1,0.0017,4.5759,0.2257,0.00000,0.0048
88,0.20,0.010,3,5,133,-1,-1,0.0017,4.5773,0.2255,0.00000,0.0034
89,0.20,0.010,3,8,118,-1,-1,0.0014,4.5674,0.2208,0.00000,0.0038
90,0.20,0.010,3,8,121,-1,-1,0.0024,4.5921,0.2244,0.00000,0.0074
91,0.20,0.010,3,5,133,-1,-1,0.0020,4.5803,0.2240,0.00000,0.0053
92,0.20,0.010,3,6,23,-1,-1,0.0716,4.9433,0.2025,-0.00660,0.1059
93,0.20,0.010,3,7,117,-1,-1,0.0019,4.5896,0.2240,0.00000,0.0052
94,0.20,0.010,3,6,124,-1,-1,0.0009,4.5513,0.2248,0.00000,0.0023
95,0.20,0.010,3,9,110,-1,-1,0.0019,4.5864,0.2234,0.00000,0.0050
96,0.20,0.010,3,8,118,-1,-1,0.0012,4.5639,0.2249,0.00000,0.0044
97,0.20,0.010,3,7,120,-1,-1,0.0012,4.5577,0.2244,0.00000,0.0038
98,0.20,0.010,3,10,89,-1,-1,0.2546,5.7071,0.1837,-0.00436,0.3527
99,0.20,0.010,3,12,98,-1,-1,0.0026,4.5981,0.2222,0.00000,0.0092
100,0.20,0.010,3,10,108,-1,-1,0.0020,4.5904,0.2230,0.00000,0.0065
1,0.25,0.010,3,9,104,-1,-1,0.0016,4.5694,0.2234,0.00000,0.0055
2,0.25,0.010,3,5,125,-1,-1,0.0015,4.5759,0.2213,0.00000,0.0038
3,0.25,0.010,1,1,-1,189,160,0.9843,12.2195,0.0866,-0.02447,4.0154
4,0.25,0.010,3,6,117,-1,-1,0.0012,4.5611,0.2259,0.00000,0.0038
5,0.25,0.010,3,5,125,-1,-1,0.0008,4.5507,0.2253,0.00000,0.0023
6,0.25,0.010,3,6,116,-1,-1,0.0017,4.5722,0.2274,0.00000,0.0048
7,0.25,0.010,3,10,15,-1,-1,0.0497,4.9194,0.2074,-0.00684,0.0722
8,0.25,0.010,3,5,135,-1,-1,0.0013,4.5657,0.2273,0.00000,0.0024
9,0.25,0.010,3,4,135,-1,-1,0.0020,4.5879,0.2273,0.00000,0.0032
10,0.25,0.010,3,9,106,-1,-1,0.0010,4.5502,0.2221,0.00000,0.0040
11,0.25,0.010,3,4,140,-1,-1,0.0011,4.5605,0.2250,0.00000,0.0017
12,0.25,0.010,3,6,118,-1,-1,0.0022,4.5929,0.2267,0.00000,0.0050
13,0.25,0.010,3,5,130,-1,-1,0.0008,4.5496,0.2267,0.00000,0.0022
14,0.25,0.010,0,1,-1,-1,200,0.8381,10.0444,0.1063,-0.01646,3.6519
15,0.25,0.010,3,5,133,-1,-1,0.0016,4.5695,0.2261,0.00000,0.0037
16,0.25,0.010,1,1,-1,173,161,0.9098,12.0063,0.0953,-0.01942,3.1570
17,0.25,0.010,3,8,102,-1,-1,0.0018,4.5769,0.2236,0.00000,0.0060
18,0.25,0.010,3,5,131,-1,-1,0.0016,4.5704,0.2269,0.00000,0.0040
19,0.25,0.010,3,4,130,-1,-1,0.0015,4.5753,0.2265,0.00000,0.0023
20,0.25,0.010,3,6,124,-1,-1,0.0013,4.5649,0.2202,0.00000,0.0033
21,0.25,0.010,3,5,104,-1,-1,0.0012,4.5562,0.2231,0.00000,0.0020
22,0.25,0.010,3,6,118,-1,-1,0.0015,4.5743,0.2261,0.00000,0.0031
23,0.25,0.010,3,7,119,-1,-1,0.0024,4.6096,0.2239,0.00000,0.0064
24,0.25,0.010,3,5,135,-1,-1,0.0021,4.5920,0.2254,0.00000,0.0043
25,0.25,0.010,3,6,109,-1,-1,0.0016,4.5723,0.2257,0.00000,0.0042
26,0.25,0.010,3,9,105,-1,-1,0.0020,4.5741,0.2231,0.00000,0.0058
27,0.25,0.010,3,5,118,-1,-1,0.0015,4.5762,0.2244,0.00000,0.0034
28,0.25,0.010,3,10,10,-1,-1,0.0210,4.7400,0.2159,-0.00370,0.0374
29,0.25,0.010,3,6,120,-1,-1,0.0016,4.5772,0.2255,0.00000,0.0032
30,0.25,0.010,3,7,107,-1,-1,0.0012,4.5626,0.2249,0.00000,0.0035
31,0.25,0.010,3,9,107,-1,-1,0.0019,4.5768,0.2216,0.00000,0.0050
32,0.25,0.010,3,4,124,-1,-1,0.0012,4.5659,0.2273,0.00000,0.0018
33,0.25,0.010,3,4,140,-1,-1,0.0012,4.5670,0.2271,0.00000,0.0021
34,0.25,0.010,3,4,135,-1,-1,0.0016,4.5765,0.2262,0.00000,0.0025
35,0.25,0.010,3,5,125,-1,-1,0.0023,4.5983,0.2256,0.00000,0.0037
36,0.25,0.010,3,3,150,-1,-1,0.0007,4.5506,0.2307,0.00000,0.0013
37,0.25,0.010,3,6,126,-1,-1,0.0026,4.6041,0.2257,0.00000,0.0068
38,0.25,0.010,3,4,142,-1,-1,0.0013,4.5628,0.2277,0.00000,0.0033
39,0.25,0.010,3,6,115,-1,-1,0.0012,4.5649,0.2250,0.00000,0.0033
40,0.25,0.010,3,5,123,-1,-1,0.0029,4.6145,0.2262,0.00000,0.0061
41,0.25,0.010,3,11,14,-1,-1,0.0490,5.0158,0.2031,-0.00773,0.0768
42,0.25,0.010,3,10,88,-1,-1,0.0859,4.9590,0.2074,-0.00134,0.1083
43,0.25,0.010,3,4,136,-1,-1,0.0013,4.5617,0.2254,0.00000,0.0028
44,0.25,0.010,3,4,137,-1,-1,0.0018,4.5850,0.2290,0.00000,0.0031
45,0.25,0.010,3,7,120,-1,-1,0.0029,4.6195,0.2249,0.00000,0.0044
46,0.25,0.010,3,4,121,-1,-1,0.0020,4.5921,0.2268,0.00000,0.0032
47,0.25,0.010,3,5,125,-1,-1,0.0019,4.5848,0.2256,0.00000,0.0044
48,0.25,0.010,3,5,122,-1,-1,0.0009,4.5522,0.2241,0.00000,0.0026
49,0.25,0.010,3,7,102,-1,-1,0.0011,4.5569,0.2247,0.00000,0.0028
50,0.25,0.010,3,6,125,-1,-1,0.0011,4.5563,0.2273,0.00000,0.0033
51,0.25,0.010,3,6,125,-1,-1,0.0012,4.5619,0.2254,0.00000,0.0033
52,0.25,0.010,3,3,77,-1,-1,0.6467,8.2363,0.1311,-0.00543,1.6836
53,0.25,0.010,3,2,30,-1,-1,0.5754,7.3566,0.1416,-0.00854,1.6861
54,0.25,0.010,3,5,115,-1,-1,0.0016,4.5784,0.2262,0.00000,0.0027
55,0.25,0.010,3,7,108,-1,-1,0.0015,4.5703,0.2244,0.00000,0.0037
56,0.25,0.010,3,6,117,-1,-1,0.0016,4.5780,0.2248,0.00000,0.0036
57,0.25,0.010,3,6,123,-1,-1,0.0014,4.5689,0.2257,0.00000,0.0031
58,0.25,0.010,3,7,122,-1,-1,0.0015,4.5686,0.2244,0.00000,0.0041
59,0.25,0.010,3,4,137,-1,-1,0.0014,4.5710,0.2285,0.00000,0.0036
60,0.25,0.010,3,4,132,-1,-1,0.0019,4.5832,0.2281,0.00000,0.0034
61,0.25,0.010,3,6,120,-1,-1,0.0019,4.5805,0.2250,0.00000,0.0044
62,0.25,0.010,3,6,130,-1,-1,0.0012,4.5599,0.2284,0.00000,0.0034
63,0.25,0.010,3,5,128,-1,-1,0.0016,4.5759,0.2240,0.00000,0.0041
64,0.25,0.010,3,6,122,-1,-1,0.0009,4.5540,0.2245,0.00000,0.0024
65,0.25,0.010,3,4,142,-1,-1,0.0011,4.5613,0.2272,0.00000,0.0022
66,0.25,0.010,3,11,94,-1,-1,0.0025,4.5856,0.2221,0.00000,0.0062
67,0.25,0.010,3,6,126,-1,-1,0.0015,4.5704,0.2240,0.00000,0.0039
68,0.25,0.010,3,4,136,-1,-1,0.0009,4.5509,0.2255,0.00000,0.0019
69,0.25,0.010,3,6,126,-1,-1,0.0021,4.5773,0.2244,0.00000,0.0050
70,0.25,0.010,0,1,-1,-1,183,0.9561,12.1540,0.0900,-0.02126,3.9346
71,0.25,0.010,3,4,145,-1,-1,0.0015,4.5765,0.2275,0.00000,0.0029
72,0.25,0.010,3,9,120,-1,-1,0.0031,4.6026,0.2224,0.00000,0.0101
73,0.25,0.010,3,7,11,-1,-1,0.0244,4.8085,0.2137,-0.00419,0.0356
74,0.25,0.010,3,6,10,-1,-1,0.0337,4.7985,0.2114,-0.00460,0.0404
75,0.25,0.010,3,8,100,-1,-1,0.0016,4.5693,0.2225,0.00000,0.0033
76,0.25,0.010,3,9,107,-1,-1,0.0020,4.5860,0.2240,0.00000,0.0046
77,0.25,0.010,3,4,141,-1,-1,0.0019,4.5854,0.2275,0.00000,0.0035
78,0.25,0.010,3,8,109,-1,-1,0.0018,4.5765,0.2258,0.00000,0.0049
79,0.25,0.010,3,5,132,-1,-1,0.0009,4.5559,0.2270,0.00000,0.0027
80,0.25,0.010,3,6,121,-1,-1,0.0011,4.5577,0.2250,0.00000,0.0025
81,0.25,0.010,3,5,136,-1,-1,0.0009,4.5517,0.2281,0.00000,0.0021
82,0.25,0.010,3,7,10,-1,-1,0.0198,4.7817,0.2142,-0.00371,0.0244
83,0.25,0.010,3,5,132,-1,-1,0.0018,4.5806,0.2285,0.00000,0.0048
84,0.25,0.010,3,5,130,-1,-1,0.0018,4.5840,0.2252,0.00000,0.0045
85,0.25,0.010,1,1,-1,173,159,0.9061,12.0201,0.0951,-0.01965,2.9062
